id,code,zip_sat_code/id,name
res_colonia_zip_sat_code_99998,4174,zip_sat_code_52066,San Miguel Coatlinchán
res_colonia_zip_sat_code_99999,4174,zip_sat_code_56986,El Rosario
res_colonia_zip_sat_code_100000,4174,zip_sat_code_62435,Parque Industrial Azteca
res_colonia_zip_sat_code_100001,4174,zip_sat_code_67796,Sector 2000
res_colonia_zip_sat_code_100002,4174,zip_sat_code_77227,Los Muñiz
res_colonia_zip_sat_code_100003,4174,zip_sat_code_79991,La Choya (La Pitahaya)
res_colonia_zip_sat_code_100004,4174,zip_sat_code_92172,Miguel Alemán Valdés (Colonia Agrícola Ganadera)
res_colonia_zip_sat_code_100005,4175,zip_sat_code_12933,Noria de Ramón Marrufo
res_colonia_zip_sat_code_100006,4175,zip_sat_code_9851,15 de Septiembre
res_colonia_zip_sat_code_100007,4175,zip_sat_code_5611,Campo 6.5 B
res_colonia_zip_sat_code_100008,4175,zip_sat_code_30657,La Gloria
res_colonia_zip_sat_code_100009,4175,zip_sat_code_36789,Renacimiento
res_colonia_zip_sat_code_100010,4175,zip_sat_code_39939,Alejandro Saldivar
res_colonia_zip_sat_code_100011,4175,zip_sat_code_44275,El Palmar del Progreso
res_colonia_zip_sat_code_100012,4175,zip_sat_code_56991,Barranquitas
res_colonia_zip_sat_code_100013,4175,zip_sat_code_62425,Misión de los Olivos
res_colonia_zip_sat_code_100014,4175,zip_sat_code_66745,Santa Fe
res_colonia_zip_sat_code_100015,4175,zip_sat_code_77224,Los Pinos [Lubricantes y Servicios]
res_colonia_zip_sat_code_100016,4175,zip_sat_code_79996,La Cieneguita
res_colonia_zip_sat_code_100017,4176,zip_sat_code_12926,Noria del Grupo de los Amarillos
res_colonia_zip_sat_code_100018,4176,zip_sat_code_9850,Emiliano Zapata
res_colonia_zip_sat_code_100019,4176,zip_sat_code_6921,Bellavista
res_colonia_zip_sat_code_100020,4176,zip_sat_code_30656,La Guajolota
res_colonia_zip_sat_code_100021,4176,zip_sat_code_36789,Jesús del Monte
res_colonia_zip_sat_code_100022,4176,zip_sat_code_32992,Las Torres
res_colonia_zip_sat_code_100023,4176,zip_sat_code_39937,Buenavista
res_colonia_zip_sat_code_100024,4176,zip_sat_code_44310,Delfines
res_colonia_zip_sat_code_100025,4176,zip_sat_code_52062,Tequexquinahuac
res_colonia_zip_sat_code_100026,4176,zip_sat_code_57009,Villa Etelvina
res_colonia_zip_sat_code_100027,4176,zip_sat_code_62435,Los Cenizos
res_colonia_zip_sat_code_100028,4176,zip_sat_code_66745,San Agustín
res_colonia_zip_sat_code_100029,4176,zip_sat_code_77223,Los Ramos (Ejido San Juanico Grande)
res_colonia_zip_sat_code_100030,4176,zip_sat_code_79995,La Compuerta
res_colonia_zip_sat_code_100031,4177,zip_sat_code_12924,Noria del Alto
res_colonia_zip_sat_code_100032,4177,zip_sat_code_9849,Terranova
res_colonia_zip_sat_code_100033,4177,zip_sat_code_7134,Deportiva
res_colonia_zip_sat_code_100034,4177,zip_sat_code_30669,La Guitarra
res_colonia_zip_sat_code_100035,4177,zip_sat_code_36789,Independencia
res_colonia_zip_sat_code_100036,4177,zip_sat_code_32992,Guerrero Azteca
res_colonia_zip_sat_code_100037,4177,zip_sat_code_39931,Cuatro Vientos
res_colonia_zip_sat_code_100038,4177,zip_sat_code_44275,Lomas de San Nicolás
res_colonia_zip_sat_code_100039,4177,zip_sat_code_52041,Lomas de Cristo
res_colonia_zip_sat_code_100040,4177,zip_sat_code_56994,Los Pinitos de Taximaroa
res_colonia_zip_sat_code_100041,4177,zip_sat_code_66749,Barra de Navidad
res_colonia_zip_sat_code_100042,4177,zip_sat_code_77222,Los Rebajes
res_colonia_zip_sat_code_100043,4177,zip_sat_code_79988,La Coteña
res_colonia_zip_sat_code_100044,4177,zip_sat_code_92757,Nazareth
res_colonia_zip_sat_code_100045,4178,zip_sat_code_12925,Noria del Naranjo
res_colonia_zip_sat_code_100046,4178,zip_sat_code_9849,Nueva Independencia
res_colonia_zip_sat_code_100047,4178,zip_sat_code_5224,Haciendas Real
res_colonia_zip_sat_code_100048,4178,zip_sat_code_30665,La Guitarrita
res_colonia_zip_sat_code_100049,4178,zip_sat_code_36789,Loma Bonita
res_colonia_zip_sat_code_100050,4178,zip_sat_code_39929,Cuautlatilpan
res_colonia_zip_sat_code_100051,4178,zip_sat_code_44279,Lomas de Mismaloya
res_colonia_zip_sat_code_100052,4178,zip_sat_code_52083,Guadalupe Victoria
res_colonia_zip_sat_code_100053,4178,zip_sat_code_56981,El Potrero
res_colonia_zip_sat_code_100054,4178,zip_sat_code_62449,Parque de Investigación e Inovación Tecnológica
res_colonia_zip_sat_code_100055,4178,zip_sat_code_67807,Rancho Mandingas
res_colonia_zip_sat_code_100056,4178,zip_sat_code_77227,Los Rodríguez
res_colonia_zip_sat_code_100057,4178,zip_sat_code_79993,La Cuesta
res_colonia_zip_sat_code_100058,4178,zip_sat_code_92126,Niños Héroes
res_colonia_zip_sat_code_100059,4179,zip_sat_code_12922,Noria Florencia
res_colonia_zip_sat_code_100060,4179,zip_sat_code_9852,Nuevo Lucio Cabañas
res_colonia_zip_sat_code_100061,4179,zip_sat_code_7574,Última Agua
res_colonia_zip_sat_code_100062,4179,zip_sat_code_36789,15 de Septiembre
res_colonia_zip_sat_code_100063,4179,zip_sat_code_32992,Huerta Tamarindo
res_colonia_zip_sat_code_100064,4179,zip_sat_code_39937,El Calvario
res_colonia_zip_sat_code_100065,4179,zip_sat_code_44313,Jardines de Vallarta
res_colonia_zip_sat_code_100066,4179,zip_sat_code_52072,Santa Lucía
res_colonia_zip_sat_code_100067,4179,zip_sat_code_57069,Constituyentes
res_colonia_zip_sat_code_100068,4179,zip_sat_code_62434,Los Amarantos II
res_colonia_zip_sat_code_100069,4179,zip_sat_code_77231,Los Vargas
res_colonia_zip_sat_code_100070,4179,zip_sat_code_79996,La Cuesta
res_colonia_zip_sat_code_100071,4179,zip_sat_code_92764,Niños Héroes
res_colonia_zip_sat_code_100072,4180,zip_sat_code_9852,La Gloria
res_colonia_zip_sat_code_100073,4180,zip_sat_code_7753,Villas del Sol
res_colonia_zip_sat_code_100074,4180,zip_sat_code_30662,La Hedionda
res_colonia_zip_sat_code_100075,4180,zip_sat_code_36789,Ampliación 15 de Septiembre
res_colonia_zip_sat_code_100076,4180,zip_sat_code_32992,Cascalotes
res_colonia_zip_sat_code_100077,4180,zip_sat_code_39933,El Capulín
res_colonia_zip_sat_code_100078,4180,zip_sat_code_44301,Jardines Del Puerto
res_colonia_zip_sat_code_100079,4180,zip_sat_code_52073,Lomas de La Cruz
res_colonia_zip_sat_code_100080,4180,zip_sat_code_57070,Cuartel V
res_colonia_zip_sat_code_100081,4180,zip_sat_code_67809,Los Limones
res_colonia_zip_sat_code_100082,4180,zip_sat_code_77224,Los Verdes
res_colonia_zip_sat_code_100083,4180,zip_sat_code_79993,La Curva
res_colonia_zip_sat_code_100084,4180,zip_sat_code_92148,Nueva Esperanza
res_colonia_zip_sat_code_100085,4181,zip_sat_code_12922,Noria las Mercedes
res_colonia_zip_sat_code_100086,4181,zip_sat_code_9848,La Pita
res_colonia_zip_sat_code_100087,4181,zip_sat_code_6544,Canto de Calabria
res_colonia_zip_sat_code_100088,4181,zip_sat_code_30676,La Huerta
res_colonia_zip_sat_code_100089,4181,zip_sat_code_36789,Niños Héroes
res_colonia_zip_sat_code_100090,4181,zip_sat_code_32992,Silvia Smutny de Figueroa
res_colonia_zip_sat_code_100091,4181,zip_sat_code_39929,El Capulín
res_colonia_zip_sat_code_100092,4181,zip_sat_code_44303,Haciendas Del Pitilla
res_colonia_zip_sat_code_100093,4181,zip_sat_code_57071,Diana Laura
res_colonia_zip_sat_code_100094,4181,zip_sat_code_67809,El Macuil
res_colonia_zip_sat_code_100095,4181,zip_sat_code_77223,Luisa López Puente
res_colonia_zip_sat_code_100096,4181,zip_sat_code_79994,La Escondida
res_colonia_zip_sat_code_100097,4181,zip_sat_code_92547,Nueva Esperanza
res_colonia_zip_sat_code_100098,4182,zip_sat_code_12934,Noria Número Dos mil Ciento Noventa y Cinco
res_colonia_zip_sat_code_100099,4182,zip_sat_code_9848,Los Fideles
res_colonia_zip_sat_code_100100,4182,zip_sat_code_5619,Campo 116
res_colonia_zip_sat_code_100101,4182,zip_sat_code_30669,La Joya
res_colonia_zip_sat_code_100102,4182,zip_sat_code_36789,Lindavista
res_colonia_zip_sat_code_100103,4182,zip_sat_code_33006,Héroes del Sur
res_colonia_zip_sat_code_100104,4182,zip_sat_code_39931,El Carmen
res_colonia_zip_sat_code_100105,4182,zip_sat_code_44329,Del Mar
res_colonia_zip_sat_code_100106,4182,zip_sat_code_57071,El Arenal
res_colonia_zip_sat_code_100107,4182,zip_sat_code_67796,Ficus
res_colonia_zip_sat_code_100108,4182,zip_sat_code_77237,Maico (Guillermo Ortega)
res_colonia_zip_sat_code_100109,4182,zip_sat_code_79994,La Escondida
res_colonia_zip_sat_code_100110,4182,zip_sat_code_92313,Nueva Imagen
res_colonia_zip_sat_code_100111,4183,zip_sat_code_12925,Noria Santo Niño
res_colonia_zip_sat_code_100112,4183,zip_sat_code_9848,Suchiate
res_colonia_zip_sat_code_100113,4183,zip_sat_code_5611,Campo 4.5
res_colonia_zip_sat_code_100114,4183,zip_sat_code_30657,La Joya
res_colonia_zip_sat_code_100115,4183,zip_sat_code_36789,Montecarlo
res_colonia_zip_sat_code_100116,4183,zip_sat_code_33006,Lomas del Pedregal
res_colonia_zip_sat_code_100117,4183,zip_sat_code_39932,El Cuatezón
res_colonia_zip_sat_code_100118,4183,zip_sat_code_44299,La Marina
res_colonia_zip_sat_code_100119,4183,zip_sat_code_57071,El Carrizal
res_colonia_zip_sat_code_100120,4183,zip_sat_code_62428,Santa Rosa de Lima
res_colonia_zip_sat_code_100121,4183,zip_sat_code_67809,La Yerba Santa
res_colonia_zip_sat_code_100122,4183,zip_sat_code_77227,Mano Blanca
res_colonia_zip_sat_code_100123,4183,zip_sat_code_79994,La Escondida
res_colonia_zip_sat_code_100124,4183,zip_sat_code_92122,Nuevo Carrizal
res_colonia_zip_sat_code_100125,4184,zip_sat_code_12922,Noria Sector Número Dos
res_colonia_zip_sat_code_100126,4184,zip_sat_code_9848,Dorado Viejo
res_colonia_zip_sat_code_100127,4184,zip_sat_code_5546,San Javier
res_colonia_zip_sat_code_100128,4184,zip_sat_code_30659,La Joya
res_colonia_zip_sat_code_100129,4184,zip_sat_code_36789,Cocomacan
res_colonia_zip_sat_code_100130,4184,zip_sat_code_33006,Tierra y Libertad
res_colonia_zip_sat_code_100131,4184,zip_sat_code_39930,El Cuervo
res_colonia_zip_sat_code_100132,4184,zip_sat_code_44318,Villas del Mar
res_colonia_zip_sat_code_100133,4184,zip_sat_code_52070,Tepetitlán
res_colonia_zip_sat_code_100134,4184,zip_sat_code_57071,El Progreso
res_colonia_zip_sat_code_100135,4184,zip_sat_code_67808,Los Nanches
res_colonia_zip_sat_code_100136,4184,zip_sat_code_77231,María Justa Pérez Barbosa (Ejido Maravillas)
res_colonia_zip_sat_code_100137,4184,zip_sat_code_79988,La Esperanza
res_colonia_zip_sat_code_100138,4184,zip_sat_code_92148,Obrera
res_colonia_zip_sat_code_100139,4185,zip_sat_code_12924,Noria Sector Ocho (Noria Dos)
res_colonia_zip_sat_code_100140,4185,zip_sat_code_9849,Tezoatlán
res_colonia_zip_sat_code_100141,4185,zip_sat_code_7021,Paseo las Virgenes
res_colonia_zip_sat_code_100142,4185,zip_sat_code_30667,La Joya Alegre
res_colonia_zip_sat_code_100143,4185,zip_sat_code_36789,La Libertad
res_colonia_zip_sat_code_100144,4185,zip_sat_code_33006,Familiar
res_colonia_zip_sat_code_100145,4185,zip_sat_code_39929,El Durazno
res_colonia_zip_sat_code_100146,4185,zip_sat_code_44265,24 de Febrero
res_colonia_zip_sat_code_100147,4185,zip_sat_code_52071,Quintas del Valle
res_colonia_zip_sat_code_100148,4185,zip_sat_code_57069,Las Arenas
res_colonia_zip_sat_code_100149,4185,zip_sat_code_62180,Las Catarinas
res_colonia_zip_sat_code_100150,4185,zip_sat_code_67809,El Comoncito
res_colonia_zip_sat_code_100151,4185,zip_sat_code_77231,Mariano García Tovar
res_colonia_zip_sat_code_100152,4185,zip_sat_code_79988,La Galera
res_colonia_zip_sat_code_100153,4186,zip_sat_code_12932,Noria Sector Seis
res_colonia_zip_sat_code_100154,4186,zip_sat_code_9849,El Chaneque
res_colonia_zip_sat_code_100155,4186,zip_sat_code_7081,San Andrés
res_colonia_zip_sat_code_100156,4186,zip_sat_code_30659,La Labor
res_colonia_zip_sat_code_100157,4186,zip_sat_code_36789,La Esperanza
res_colonia_zip_sat_code_100158,4186,zip_sat_code_33006,3 Marías
res_colonia_zip_sat_code_100159,4186,zip_sat_code_39937,El Durazno
res_colonia_zip_sat_code_100160,4186,zip_sat_code_44310,Ignacio L Vallarta
res_colonia_zip_sat_code_100161,4186,zip_sat_code_52071,Santiago Cuautlalpan
res_colonia_zip_sat_code_100162,4186,zip_sat_code_57069,Loma Alta
res_colonia_zip_sat_code_100163,4186,zip_sat_code_67809,El Salitre
res_colonia_zip_sat_code_100164,4186,zip_sat_code_77217,Mezquite Quemado
res_colonia_zip_sat_code_100165,4186,zip_sat_code_79994,La Gallinera
res_colonia_zip_sat_code_100166,4186,zip_sat_code_92122,8 de Mayo
res_colonia_zip_sat_code_100167,4187,zip_sat_code_12922,Noria Tres
res_colonia_zip_sat_code_100168,4187,zip_sat_code_9849,El Chorizo
res_colonia_zip_sat_code_100169,4187,zip_sat_code_7501,El Ocote
res_colonia_zip_sat_code_100170,4187,zip_sat_code_30677,La Laguna del Progreso
res_colonia_zip_sat_code_100171,4187,zip_sat_code_36786,Mariano Balleza
res_colonia_zip_sat_code_100172,4187,zip_sat_code_33006,Vista Hermosa
res_colonia_zip_sat_code_100173,4187,zip_sat_code_39933,El Lindero
res_colonia_zip_sat_code_100174,4187,zip_sat_code_41165,Hacienda San Joaquín
res_colonia_zip_sat_code_100175,4187,zip_sat_code_52073,Lomas de San Esteban
res_colonia_zip_sat_code_100176,4187,zip_sat_code_57069,Loma Bonita
res_colonia_zip_sat_code_100177,4187,zip_sat_code_62175,Residencial la Huasteca
