id,code,zip_sat_code/id,name
res_colonia_zip_sat_code_49999,1368,zip_sat_code_64819,Santa Maria Ayu
res_colonia_zip_sat_code_50000,1368,zip_sat_code_69763,Sosa
res_colonia_zip_sat_code_50001,1368,zip_sat_code_72568,Tierra Blanca
res_colonia_zip_sat_code_50002,1368,zip_sat_code_78379,Palmarito
res_colonia_zip_sat_code_50003,1368,zip_sat_code_74000,Del Camino
res_colonia_zip_sat_code_50004,1368,zip_sat_code_81498,Ponida
res_colonia_zip_sat_code_50005,1368,zip_sat_code_86250,3ra San Bartolomé Matlalohcan
res_colonia_zip_sat_code_50006,1368,zip_sat_code_88088,Volador
res_colonia_zip_sat_code_50007,1368,zip_sat_code_93111,San Ignacio
res_colonia_zip_sat_code_50008,1368,zip_sat_code_94482,La Capilla
res_colonia_zip_sat_code_50009,1369,zip_sat_code_22210,José María Morelos y Pavón
res_colonia_zip_sat_code_50010,1369,zip_sat_code_141,Andrea
res_colonia_zip_sat_code_50011,1369,zip_sat_code_2107,Contreras Oeste
res_colonia_zip_sat_code_50012,1369,zip_sat_code_12539,La Encantada (La Prieta)
res_colonia_zip_sat_code_50013,1369,zip_sat_code_9445,Julián Grajales
res_colonia_zip_sat_code_50014,1369,zip_sat_code_6895,Los Pilares
res_colonia_zip_sat_code_50015,1369,zip_sat_code_31217,La Victoria
res_colonia_zip_sat_code_50016,1369,zip_sat_code_36260,27 de Septiembre (const Gto)
res_colonia_zip_sat_code_50017,1369,zip_sat_code_34682,La Guadalupe
res_colonia_zip_sat_code_50018,1369,zip_sat_code_39143,Chichiltépec
res_colonia_zip_sat_code_50019,1369,zip_sat_code_41781,Las Varillas
res_colonia_zip_sat_code_50020,1369,zip_sat_code_47621,El Potrero (Potrero de Guadalupe)
res_colonia_zip_sat_code_50021,1369,zip_sat_code_55517,Aquiles Serdán (Santiaguillo)
res_colonia_zip_sat_code_50022,1369,zip_sat_code_58514,El Salto
res_colonia_zip_sat_code_50023,1369,zip_sat_code_59357,Arroyo Barbón
res_colonia_zip_sat_code_50024,1369,zip_sat_code_62431,Ventura de Santa Rosa
res_colonia_zip_sat_code_50025,1369,zip_sat_code_69763,Yopi
res_colonia_zip_sat_code_50026,1369,zip_sat_code_72569,Balcones de Tequisquiapan
res_colonia_zip_sat_code_50027,1369,zip_sat_code_78379,Peregrina de Arriba
res_colonia_zip_sat_code_50028,1369,zip_sat_code_74010,Finisterra
res_colonia_zip_sat_code_50029,1369,zip_sat_code_81507,Bámori
res_colonia_zip_sat_code_50030,1369,zip_sat_code_83323,FOVISSSTE Eduardo Chávez
res_colonia_zip_sat_code_50031,1369,zip_sat_code_86252,4ta Manzana San Francisco Atexcatzinco
res_colonia_zip_sat_code_50032,1369,zip_sat_code_88098,La Guasima
res_colonia_zip_sat_code_50033,1369,zip_sat_code_93110,Misnebalam
res_colonia_zip_sat_code_50034,1369,zip_sat_code_94482,La Puerta de Fierro
res_colonia_zip_sat_code_50035,1370,zip_sat_code_22219,Ejército de Oriente Zona Peñon
